no,content,score,date
1,39 그래도 우리 잘 해냈지   39 라고 말하는 듯한 마지막 눈빛교환이 잊혀지질 않는다,9,2016.12.07 10:48
2,와  그냥 감탄밖엔 안 나온다  영상미며 음악이며  조폭  건달  검사  신파 좋아하고 실험을 꺼리는 한국의 기성 영화인들 반성해라  이제 겨우 두 편 만든 신인감독이 이 정도다,9,2016.12.07 08:57
3,처음 들을때는 몰랐다 이 음악이 슬퍼질거란걸,7,2016.12.07 11:20
4,꿈과 사랑  우리는 항상 성공인지 실패인지 평가만 해왔다  하지만 라라랜드는 말해준다    34 봐  꿈과 사랑  그 흔들리는 파도가 얼마나 아름다운지  34,10,2016.12.07 01:23
5,내일 죽으면 오늘 보러 갈만한 영화,10,2016.12.07 00:16
6,마지막 회상신에서 처음과 달리 키스신으로 스토리시작될때 진짜 소리지를뻔,9,2016.12.07 19:19
7,마지막 10분 동안 휘몰아치는 감정의 소용돌이에 결국 눈물이 흐르게 만드는 마법같은 영화  노트북 때에도 그렇고 라이언 고슬링은 이런 역할에 도가 튼 것 같다,10,2016.12.07 05:48
8,관람객       연인들을 위한 영화가 아니다  여성관객들을 위한 영화도 아니다  이 영화는 꿈꾸는 모든 이들을 위한 영화  인생을 논하는 영화,10,2016.12.08 16:27
9,관람객       재즈가 이토록 설레고 이렇게 슬프다니 라라랜드는 슬픔과 환희의 설레임이다,10,2016.12.07 12:11
10,위플래시가 음악에 대한 광기라면 이 영화는 열정이다  같은날 개봉되는 삼류 국산영화는 범접조차 할수 없다,10,2016.12.07 00:04
11,관람객       운행종료한 놀이공원에 노래가 계속 나오는 것같다,10,2016.12.10 15:53
12,이 영화의 백미는 마지막 부분에 남녀 주인공들의    장면들    이렇게 되지 못한 결말을 맞지만 그래도 서로의 꿈을 이루고 인정하는 듯한 둘만의 미소     뭔가 가슴 찡했다,10,2016.12.08 14:55
13,관람객       슬프기 짝이 없는 상상,7,2016.12.07 11:22
14,다미엔 차젤레 감독은 관객에게 황홀한 마법을 걸었다  재즈에 대한 애정을 담아 연출했고 꿈 꾸는 모든 이들을 위한 영화  롱테이크 오프닝 시퀀스     부터 이미 매료되었고 엔딩까지 한 편의 동화 같은 현실 이야기  라이언 고슬링 눈빛이 여운을 남긴다,10,2016.12.07 00:19
15,관람객       서로의 꿈을 돌보아주고 키워가며 각자의 길을 응원하는 최고의 뮤지컬,10,2016.12.07 16:21
16,관람객       왤케눈물이나오는지,10,2016.12.08 22:25
17,관람객       영화 시작부터 깜짝놀랐다  지금까지 본 음악영화 중에서 최고다,10,2016.12.07 17:53
18,관람객       다시 돌아간다면 지금과 달랐을까,8,2016.12.09 01:06
19,시간이 지나도 우리가 함께 꿈꾸었다는 사실은 변하지 않을 것이다  그것이 비록 서로 다른 꿈이었을지라도,10,2016.12.07 21:07
20,관람객       아름디운 영화 라이언고슬링 연기 조으다,9,2016.12.07 12:13
21,기대안하고봤는데 엔딩때 울었음  두번보세요,9,2016.12.07 14:50
22,관람객       어른을 위한 꿈의 동화 시간이 후딱 갔네요 엔딩은 현실로 여운을 남기는  보면 후회하지 않을거임,8,2016.12.07 18:04
23,초반부는 그냥 음악이 있는 로맨스겠구나 싶었다  중반 이후로 넘어가면서 무모할것 같은 꿈을 쫓는 그들의 이야기가   꿈을 포기하고  살고 있는  나의 가슴을 때리고 있었다   아마도 꿈을 쫓고 있거나 포기한 경험을 가진 분들이 보면 좋을 영화입니다,10,2016.12.07 22:34
24,관람객       아이러니컬하게도  꿈이라는 건 이루고 난 뒤보다 이루기 전까지가 실은 가장 행복했다는 걸  이루고 난 뒤에야 깨닫는다는 인생의 진실을 가슴 아프게 그리고 아름답게 보여주는 영화,9,2016.12.14 11:28
25,관람객       거의 마지막쯤에 나왔던   34 흐르는대로가자  34  라는 대사가 이 영화를 잘 나타내주었던 말인것 같다  고민되고 힘이들땐 너무 많은 것을 생각하기보다는  내맘이 끌리는 대로 흐르는대로 가자,8,2016.12.10 00:58
26,관람객       이런영화가 흥행해야 함  맨날 스타 배우진만 보고 강제 흥행하려는 영화관독점영화말고,10,2016.12.08 17:41
27,관람객       내생애 최고의 뮤지컬영화로 뽑음   넘넘 재밌음,10,2016.12.07 16:31
28,관람객       영화보다가 박수칠뻔,10,2016.12.08 22:58
29,끝나고도 계속 생각나네요 황홀하다는 느낌이 이런느낌이랄까  영상도 너무이쁘고 마지막10분정도는 오래 기억에 남을것같네요 배우들 표정연기도 너무 좋았고 엠마스톤이 너무 사랑스러웠고                  바로 찾아서 들었네요 한번 더 보러가려구요,10,2016.12.07 09:14
30,관람객       꿈꾸는 모든 이를 위하여  꿈을 꾸는 이들이 꿈이라는 열망앞에서 현재와 미래 그리고 과거에 대하여 마주하게되는 수천개의 감정들을 로맨스로 말해주는 영화,9,2016.12.07 13:17
31,한국은 도대체 왜 이런영화를 못만드는가,10,2016.12.07 15:38
32,아이맥스시사회당첨으로 보고왔는데 영화가 예쁘다는건 라라랜드를 말하는것같아요  진짜장면하나하나가 감동이고 영화보는 시간내내 즐겁고 황홀하고 힐링되는 영화였어요,10,2016.12.07 00:48
33,호불호 딱 갈릴영화  나는 좋았지만 지루해할 틈이 분명 있긴하다,8,2016.12.08 16:48
34,관람객       다른사람들이 평을 너무 잘썼다 내마음도 똑같고 아   바 눈물좀 멈춰줘,10,2016.12.08 23:01
35,인생영화 하나 또 탄생했네  롱테이크 촬영이 예술  영상이 넘나 아름답고  라이언고슬링의 멋진 피아노 연주  엠마스톤과의 춤과 노래  눈과 귀가 호강한다  재미를 기대하면 약간 실망할수도 있지만 충분히 훌륭한 영화  엠마스톤 넘 잘했고 이뿌당,9,2016.12.07 05:32
36,관람객       오히려 더 현실적이라 재밌었다,10,2016.12.07 17:30
37,이 영화는 마법이다 첫 장면에 기대감에 설레였고 보면서 들떴고 엔딩엔 슬펐다 자막이 올라갈땐 움직일 수 없었다,10,2016.12.07 14:39
38,마지막 엔딩에 피아노 치는 순간부터 영화관 나올때까지 계속 이유모를 눈물이 나왔다 내 인생 최고의 영화가 되었다,10,2016.12.07 19:45
39,영상미 사운드 빠지지 않는 인생영화,10,2016.12.07 00:36
40,관람객       사람들은 현실같은 영화를 지루하다고 한다 그리고 온갖 영화스러움이 가득한 영화를 현실 같다고 하곤 한다  라라랜드 보고 지루하다는 사람들은 그냥 블록버스터나 보러 가길  이 영화야말로 우리 삶을  청춘을 가장 잘 보여주었다,10,2016.12.08 23:49
41,관람객       나에게 나보다 더 믿음을 가지고 있는 사람을 만나는건 엄청난 복인것  어쩌나 저쩌나 라이언 고슬링은 사랑입니딘,8,2016.12.09 23:43
42,관람객       마지막 피아노 치고 해고당하는 장면에서 키스신은 정말    나도모르게 여자친구의 손을 꽉 잡아버렸다 너무 아름다운영화,10,2016.12.08 14:11
43,관람객       저만 재미없나봐요,1,2016.12.19 23:32
44,관람객       꿈꾸고 싶어지는 영화 라라랜드,8,2016.12.07 15:02
45,관람객       제스타일의영화가아니였습니다,1,2016.12.11 22:12
46,관람객       10점이 아깝지 않은 영화   방금 보고 나왔는데 예상만큼 좋았어요  다시 보고 싶네요,10,2016.12.07 14:16
47,관람객       영화가 내 주변에서 스윙댄스 추고 휙 가버린 기분이다  기분이 둥둥  색감 음악 의상 모두 다 좋았다,10,2016.12.08 22:41
48,곡성 이후 오랜만에 박평식이 7점 준 영화가 나오는구나  극장각이다,10,2016.12.07 00:17
49,관람객       배경이 너무 아름답고 음악이 너무좋고 재미있습니다,10,2016.12.07 15:48
50,인생영화가 하나 추가되었다,10,2016.12.07 12:53
51,관람객       저랑은 안맞는영화인것같네요,1,2016.12.18 15:27
52,영화를 보는 도중에 이미 사랑에 빠져버리는 경험,10,2016.12.07 02:17
53,관람객       나는 개인적으로 별로 재미 없었어요,1,2016.12.09 17:42
54,관람객       마지막 5분의 여운이 아직도    펑펑울며 나가던 여자아이,10,2016.12.08 18:22
55,나만재미없냐 솔직히말해봐라,1,2016.12.18 18:33
56,관람객        우리는 지금 어디에 있는걸까,10,2016.12.13 00:57
57,관람객       어     왜 이게 인생영화라는건지 1도 모르겠어영   노래도 좋긴한데 전체적으로 쫌 지겨운느낌,1,2016.12.19 19:16
58,관람객       꿈과 성공  그리고 사랑을 인생의 선 상에서 아름답게  표현했다  춤과 노래가 어우러져 더욱 극적으로 다가옴  한편의 느낀 점 많은 성장영화였음,10,2016.12.07 14:43
59,이 감독은 위플래쉬에 이어 엔딩 장인인듯,9,2016.12.07 15:18
60,반짝이며 사라지는 황홀한 꿈같은 사계절의 무대,10,2016.12.07 00:59
61,지루한 영화가 아닌 섬세한 영화예요,10,2016.12.09 23:59
62,조따 빡쳐서 댓글쓴다  판도라 알바들 영화 보지도않고 1점줘서 별점 깎고 10점 비추누름국내영화시장 극혐   외화 잘될까봐 부들부들 덜덜떨면서 별점이나 깎고 이딴짓 몇년하고도 지겹지도 않나   창피하다 창피해 이러니까 스크린독점해서 천만찍지,10,2016.12.08 19:09
63,후회야 말로 사랑을 보다 값지게 만드는 마법의 마지막 재료,10,2016.12.07 12:26
64,솔직히 위플래시같은 긴장감이나 비긴어게인같은 로맨틱함 기대하고 보면 많이 지루하다  차라리 우디앨런 스타일과  비슷한 예술영화 느낌  특히 카페 소사이어티랑 많이 비슷함,7,2016.12.07 22:45
65,제목 오지게 잘 지었다  영화의 배경인   를 뜻하면서도 꿈꾸는 청년들의 동화같은 이야기  기분 좋은 오프닝부터             한 엔딩까지 심장이 멈추질 않게 합니다  영화가 끝난 지금까지  음악과 춤 그리고 꿈과 사랑에 대한 멋진 영화입니다,10,2016.12.10 12:25
66,계절바뀔때마다 일어나야하나 고민함지루,1,2016.12.17 20:55
67,너무나도 평점이 좋은 영화여서 너무 기대를했지만 이렇게 지루하고 재미없는 영화는 처음이였다 중간에 영화를 그만보고 나가고 싶다는 생각을 하였고 영화보는내내 의자가 불편하고 딱딱한적은 처음이였다 전체적으로 너무 재미없고 실망한 영화였다,1,2016.12.18 14:16
68,정말 시간가는줄 알고 봤습니다,1,2016.12.15 13:02
69,다미안 차질레는 할리우드 최고의 감독중 하나로 기억될 것이다  이제 겨우 장편영화 두 개인데  두 작품 모두 관객평과 비평가평 최상이다  거기다 시상식 결과까지 좋다니,10,2016.12.07 15:42
70,관람객       자극적인 영화가 주류인 요즘 같은 시대엔좀 촌스럽고 고루해보일수 있겠지만 그렇기때문에더 담백하고 새로운 기분으로 본 영화였어요,8,2016.12.07 19:18
71,오프닝부터 엔딩까지 황홀 그 자체,10,2016.12.07 00:31
72,나만 재미없었나 왤케 평점이 높은 건가요,1,2016.12.12 19:31
73,평점보고  이 영화를  기대하며 보았지만  내용은  실망하기  딱  좋았고   엔딩이 아주 허무하기  짝이  없었다   중독성  있는  노래는 좋았지만  모든것이  아쉽고  잠자기 딱  좋다   돈  낸게  아까워 지는  영화,1,2016.12.18 14:52
74,호불호 많이 갈릴 듯  개인적으로는 모든 게 다 별로,1,2016.12.18 18:42
75,짜증나서 평점 남김  너무 너무 지루함   기억에 남는 노래가 없음 도로에서 춤 출 때 나갔어야 했다  개연성도 모르겠고 주제도 와 닿지 않음 가창력도    춤도   연기도  클라이막스가 없달까  평점에 낚임  나에게는 돈이 아까운 영화,1,2016.12.17 23:15
76,최악입니다 곡 하나로 너무 우려먹음중간에   처리한 우주에서 춤추는 부분이 겁나 웃겨서 진심 빵 터져서 웃었네요평점 믿을거 못된다는거 배웠네요돈도 돈이지만 시간이 너무 아깝다,1,2016.12.19 23:56
77,울지도 웃지도 않았다  졸려서 죽을뻔   개연성이 없음  여자는 5년동안 딴남자랑 결혼해서 애까지있음   평점 높은사람들은 이 영화가 뭘 전달하고 싶은지 알긴 앎,1,2016.12.12 18:17
78,관람객       어떤 노래건 어색함이 없었던 음악영화  한 해를 마무리하는 영화로 충분합니다,8,2016.12.07 16:41
79,평점 조정 필요함 베댓보고낰임 내일 죽는다면 오늘 볼영화라더니 보고나니 오늘 죽고싶어짐,1,2016.12.18 20:00
80,5년후 뜬금없이 진행된 스토리는 대체 뭐냐,1,2016.12.18 08:41
81,재즈 속에서 그들은 다시 꿈꾸는 바보가 된다,10,2016.12.07 22:41
82,많은 영화를 봐왔지만 이영화가 날 처음으로 당혹스러움과 혼라스러움을 느끼게해준 영화,1,2016.12.11 22:22
83,10점대준놈들은 양심도없다  사운드 영상 화려한 껍데기만 그럴싸할뿐 스토리 씹진부 그자체  반복된 우연으로 만나서 자기타입아니라고 으르렁대다 결국사랑에빠지고는 꿈은 간절히 꾸면 이루어진다고 정말 할리우드여배우가되는 씹진부스토리  마지막은 배신 환승,1,2016.12.15 10:36
84,평점이 너무 높아 실망한 영화   현대시대에 고전적 복고패션을  판타지 뮤지컬에 로맨스를  맘마미아에 노트북에 미드나잇 인더 파리를 짬뽕시킨 듯 한 영화  춤   다리가 쫙 안펴지면 어째 그냥 귀염  노래는 민망할 정도로 반복  최고의 뮤지컬영화 아님,1,2016.12.10 23:41
85,최고의 영화다 감동적이고 아름답다  우리가 영화를 보는 이유,10,2016.12.07 14:20
86,영화 영상미 음악은 좋았지만 스토리는 부진특히 극중 미아는 마음이 너무 헤퍼보인다  첫 남친에게서 남주로 갈아타는 것도 바람난거고 주인공 덕분에 성공한건데 감사의 마음도 너무 적어보이고 인성이 별로다 성공하고 남자를 버린것처럼 느껴졌다,1,2016.12.10 21:35
87,뭐가 재밌다는 건지  여자 주인공 왤케 의리 없는지 이해 안 감  음악이랑 춤은 좋지만 스토리 라인이 너무 빈약   뮤직 비디오로 따로 편집해서 보면 좋을 듯합니다 와이프랑 중간에 졸기까지  이런 류 좋아하시는 분 아니면 비추입니다,1,2016.12.11 17:52
88,부정할 수 없는 감독이네  몇 번이나 다시 보게 될지,10,2016.12.07 12:06
89,관람객       정말 최고의영화다80년대 감성에내용도 노래도긴영화임에도 결코 눈을 뗄 수 없는 영화였다,10,2016.12.08 12:17
90,인생 영화 또 하나 탄생  보고 나서 여운이 몇날 며칠은 갈 것 같은 영화  마지막 라이언 고슬링과 엠마스톤의 눈빛이 모든 걸 말해주는   영화의 내용과 색감 음악 까지 완벽하게 어우러져서 보는 내내 힐링 되고 보고 나서도 계속 기억나는 그런 작품,10,2016.12.07 16:42
91,관람객       어지러운 시국에 이런 일탈이라도 필요하다,10,2016.12.07 19:00
92,제취향은 아님,1,2016.12.09 07:51
93,엄마는 잠이 드셨고  재밌어야 하는데    황홀 하댔는데    인생영화    너도 느끼란말야    스스로 다그치고 주문을 걸다 끝나버린영화연기  음악과 춤  영상미 어느 포인트에도  동요하지 않는 마음에 당황했던 영화    끝날무렵 20여분은 볼만,1,2016.12.18 12:40
94,호불호 많이 갈릴듯한 영화임  앞 부분 전개가 너무 느려서 졸렸음  러브스토리라고 하기도 뭐하고 약간 장르도 애매한게 노잼  최근 본 영화중에가 가장 노잼이었음   신중한 선택하시길,1,2016.12.08 14:53
95,평점 처음 남겨보는데 남겨야 할거같음스토리도 이해 안가고 난해한 영화였음 진심 노잼 요즘 잠안오는데 그영화보면 잠잘올듯 지루한 영화였음,1,2016.12.11 13:50
96,관람객       잘잤습니다    중간에 보다 나오기는 처음이네요,1,2016.12.18 19:15
97,관람객       기대를많이해서구런지   솔직히별로,6,2016.12.07 20:22
98,시덥잖은 멜로에 127분짜리 음악만 듣다온기분,1,2016.12.18 20:52
99,관람객       도대체 무슨 영화인지 모르겠다     정말 난해하고 무슨 스토리와 의미를 전달하고자 한것인지,1,2016.12.12 17:51
100,나갈뻔한걸 참은 내자신이 대단하다고 느낌,1,2016.12.13 21:47
101,평점알바가 있을 것만같은 평점을 가진 영화  연출이 좋다고하는데 외려 어지럽고 눈아팠음  에세이를 영화한 느낌이자 하이스쿨 뮤지컬의 성인버전같았음  춤추는 장면들이 어색하다고 느낌,1,2016.12.11 20:22
102,관람객       내 인생작이라 할만큼 재밌게봤음,10,2016.12.09 23:43
103,관람객       아 솔직히 저는 너무 지루하고 재미없었어요  어떤부분이 맘에 안들었다 딱꼬집어 못말하겠는데 걍 이런장르를 싫어 하시는분은 안보시는것도,1,2016.12.23 02:47
104,관람객       어디서 감명을 받아야 하는지를 모르겠네  꿈을 좇아라  돈을 좇아라  던지는 메시지도 없음  남주가 불쌍하진 않지만 내가 남주라면 기분 씁쓸할듯  그냥 밴드나 계속하지,1,2016.12.24 00:36
105,관람객       감성이 매말랐나봐요 별로요,1,2016.12.21 00:35
106,산만하고 재미도없고 감동도없고 끝은 더 뭔가싶음,1,2016.12.09 00:04
107,관람객       10번 보면 10번 모두 다른 감동을 느낄 수 있을 거 같네요  그런 의미에서 또 보러갑니다,10,2016.12.07 20:15
108,정말 재미있게봤다 남주와 여주의 감성 을 뮤지컬처럼 표현한게 정말 인상깊었다 마지막 장면에진짜 울뻔함,10,2016.12.07 13:24
109,관람객       개봉 첫날 첫 상영을 본 보람이 있는 영화에요   보는내내 마법같은 영화에 푹 빠질 수 있었어요   한번보기에 아쉬운 영화라서 음향이 좋은 상영관에서 한번 더 봐야겠어요,10,2016.12.07 17:54
110,관람객       낭만적인 사랑스런 영화입니다,10,2016.12.09 16:31
111,관람객       처음에는 당황  중간에는 만족  끝에는 헐   흑흑 눈물이 나와버린 영화,10,2016.12.08 13:18
112,난괜찮아  이정도면 우리 잘 해냈어,10,2016.12.10 00:05
113,관람객       마지막 장면 남자배우의 표정이 잊히지 않네요,10,2016.12.16 14:13
114,세상에서 가장아름다운 영화,10,2016.12.07 12:03
115,여자가 남자한테 접근하고 성공하기 위해서 해어진다음 딴남자랑 결혼하는 영화,1,2016.12.18 17:32
116,비긴어게인에 감히 갖다대지 말길 바람  이 영화에 눈물 흘리는 사람들은 조건 더 좋은 남자에게 여친 뺏겨본 경험 있는 남자나  만나던 남자 버리고 더 좋은 조건의 남자랑 결혼 한 여자일듯  진심 올 해 나의 최악의 영화는 라라랜드임,1,2016.12.18 14:09
117,결국 현실극복을 못하고 각자 갈길간다는 스토리라 연인끼리 딱가면헤어지란 소리인거같음  정신나간 감독임,1,2016.12.18 17:07
118,아무리 호불호가있다지만정말 끔찍하게도 힘든시간이었다 중간에 나오고싶은걸 참고보느라 곤욕이었음지루함의 그 자체 내 시간을 투자해 본게 화가난다,1,2016.12.15 23:31
119,관람객       솔직히 태어나서 처음으로 영화보다가 나왔다  내가 이상한가  감동도 재미도 개연성도 없다  최악이었다,1,2016.12.25 22:23
120,평점 너무높음  관객들 절반을졸게만드는영화,1,2016.12.08 23:02
121,호불호갈리는영화 첨에 갑자기 인도영화인줄     졸린거간신히참고봣는데별거없음,1,2016.12.18 18:10
122,결말이 개 짜증나는 영화,1,2016.12.13 12:54
123,잘 모르겠다  그냥 현란한 음악과 영상에 감동해 달라는 압박만 두시간여 받다가 나온듯한 느낌,1,2016.12.19 00:20
124,올해 최악의 영화  낭만으로 포장된   신데렐라,1,2016.12.17 13:57
125,역시 네이버 평점은 믿을게 못된다  뭐가 도대체 괜찮다는거지,1,2016.12.18 02:37
126,뭔 말인지   전첵적인 연결이 안되다가 마지막에 맞추려고 노력하는데,1,2016.12.11 13:52
127,네 잘봤구요 잘잤습니다 불면증 치료에 딱이네요,1,2016.12.08 01:32
128,관람객       시각 청각적으로 정말 즐거워요 그냥 구두 소리도 매우 좋아요 마지막 필름 부분 개쩜,9,2016.12.07 17:36
129,연말에는 음악과 황홀하게 사랑에 빠지고 싶다면,10,2016.12.07 05:36
130,사람들의 평이 이해가 되지 않는 영화,1,2016.12.20 11:50
131,남친있는 상태에서 남자주인공으로 환승 남주 꿈 존중하는 듯 하더니 은근슬적 압박줘서 남주가 하기싫은 일하게 되는데 성공하고 바쁘니 싸우고 집나옴 결국 남주가 여자주인공 꿈 이루게 도와줬는데 5년후 꿈이루고 돈많은 딴남자랑 살고 아이도 있음 환승녀성공기,1,2017.01.04 11:53
132,한줄평   여주   자기 사정에 따라 남자 갈아타기 좋아함,1,2016.12.11 01:17
133,관람객       진짜 호불호 갈리는듯  보가 중간에 나옴,1,2016.12.15 21:03
134,관람객       내용이 산으로 갔다 바다로 갔다,1,2016.12.14 23:12
135,정말 재미없음  지루함  사람들이 왜 인생영화라하는지 하나도 모르겠는 영화,1,2016.12.17 21:09
136,영상미   남자배우  등은 좋았으나    감정이입이 되지 않았다   노래도 그렇고 전개가 매우 뜬금없고 지루했다    중반이후에나 이야기가 전개되는 느낌을 받았고 보고나서 멍한 느낌밖에 없었다   제5침공인가   그거 볼때처럼 나가고 싶었따,1,2016.12.18 17:15
137,마지막 10분이 똥을줌,1,2016.12.17 22:48
138,관람객       기대를 너무 많이해서인지 전 별로였어요  개연성 떨어지고 스토리 진부하고  영상미가 그렇게 뛰어난 것 같지도 않고  배우 연기와 메인노래 하나는 좋았네요,1,2016.12.22 01:27
139,뮤지컬영화도 아니고 정체성이 뭐냐 이건 진짜    뜬금없는 상황에 춤추고 노래하고 스토리는 중구난방 안보신분들 신중하게 생각하세요 여러분의 돈은 소중하니까요,1,2016.12.10 21:51
140,관람객       취향이아니다  노잼,1,2016.12.09 23:20
141,이거안보면 내일 죽는대도 안보러갈 영화 런닝타임 절반은 잤다,1,2016.12.08 20:41
142,관람객       노잼그자체  평점 좋아서 봤드만,1,2016.12.10 00:27
143,재즈와 뮤지컬의 향연  반짝반짝 빛나는 영상미까지 황홀한 꿈을 꾼 느낌이었다,10,2016.12.07 15:36
144,관람객               영화가 끝나는 순간 일어나서 박수를 치고 싶었다,10,2016.12.14 02:46
145,별 한개도 아까움   보다가 잠  내 옆에 앉은 사람들은 보다가 재미없다고 중간에 나감,1,2016.12.18 23:45
146,평점이너무높음    그렇게재밋지는않았어요 평점좀내리죠,1,2016.12.11 23:27
147,진부하고 지루하고 과잉이다,1,2016.12.11 19:53
148,라라랜드가 재미없다고 생각하는 사람들을   39 진정한 예술을 모르는  한국의 싸구려 영화에만 익숙해져있는 사람들  39  이라고 인식하는 게 참 우습다,1,2017.02.02 23:35
149,재미가 없었습니다,1,2016.12.18 17:03
150,영화수익금 전부 댓글알바시키는데 쓴건가,1,2016.12.15 16:36
151,음악 영상미  연출이다한영화  스토리의 한방이 없다,4,2016.12.07 17:01
152,관람객       꿈에 대한 영화인지 사랑에 대한건지 애매모호함  마지막에 남자의 상상신은 진짜 너무 남자를 비참하게 만들었음,1,2017.01.02 01:16
153,영화가 전달하고자 하는것이 무엇인가  열정인가 사랑인가  재즈인가 뮤지컬인가  장면간의 흐름이 어색하고  여주인공의 연기는 더 이상하다  특히 홀로 노래할때 쏟아지는 졸음을 막을 길이 없음   그래서 이 영화가 말하고자 하는게 뭐라고,3,2016.12.08 09:53
154,여주는 처음부터 끝까지 극혐역할에다가 마지막 결말까지 역겹던데 이게 왜 평점이 높은지 모르겠네      랄라랜드로 제목을 바꿔야한다고 생각이 듦  새해 처음 본 영화가 이거라는게 나 자신에게 안타까울정도,1,2017.01.04 02:38
155,꿈  사랑  음악  세가지가 따로놈,1,2017.01.02 05:08
156,간신히 참고 봤지만   정말 졸리고 재미없었어요  처음 평점 써봅니다,1,2016.12.19 11:21
157,알바를얼마나 썼으면 별점이 1점10점 인영화는 처음봤어요  연출 분위기 괜찮은데 스토리와 계절로 나눴는데도 꽉차지 못한 느낌에 2시간이나 되면서 내용도 흐지부지 여자가 남자 세번갈아타면서 자기성공만 찾는 이기적인면을  왜 로맨스로 미화 시키는지,1,2017.01.02 23:00
158,지루하고 노잼이었음영상미 어쩌고 하길래 개츠비급 영상미 기대하고 갔는데 천문대에서 걍 기절할뻔 함,1,2016.12.16 22:58
159,관람객       굿입니다오열자열자열,10,2016.12.07 12:22
160,관람객       예고편보고 기대했는데,1,2016.12.12 23:50
161,길고 지루하고 잠오는 영화  영상미에 비해 내용 없음,1,2016.12.11 23:06
162,시작할때부터 잠들수 있는 마법의 영화 재미도 없고 감동도 없어요      정말 푹 자다 왔네요,1,2016.12.09 20:02
163,시작부터 중간까지 너무 지루해서 잘뻔했어요영상미 음악 빼면 남는게하나도 없는 영화 꿈찾는 영화 너무 뻔해도 스토리잘채워주면 잘보는데 그것도 아니고 그냥 지루하기만 한 영화 내 돈내고안본게 다행이었어요,1,2016.12.09 23:50
164,진짜 재미없음   돈아까움,1,2016.12.11 18:11
165,어   일단 한시간쯤잤고 지루하고재미없었어요,1,2016.12.18 19:51
166,현실에 잠든 당신을 깨워줄  그런영화,9,2016.12.07 16:20
167,간만에 숙면했습니다,1,2016.12.18 17:12
168,후   잘잣다  불면증치료에 좋네요,1,2016.12.18 19:57
169,내 자신의 감성과 맞지 않는 영화는 보면 안된다는 사실을 다시 한번 느꼈습니다  어휴,1,2016.12.15 13:35
170,무료로한다해도 안볼래,1,2016.12.09 09:07
171,여자친구와 봤는데  서로 인생 최악의 영화라고 뽑아씁니다   고민핮마시고 다른거 보세요안보시면 저에게 감사하게 될거예요,1,2016.12.08 21:39
172,관람객       이번년도 본 영화중 최악의 영화,1,2016.12.08 21:56
173,여자친구랑  주말에  기분  좋게  영화보러  가서  잠잣다고  헤어질  위기에  처했습니다,1,2017.01.14 02:41
174,개노잼인데 이게왜     카페소사이어티랑 결말 똑같은데 훨씬 슬퍼할 당위성없고 그냥 씁쓸정도지 옆에서 훌쩍대는 인간들 이해를 못하겠던데 같이 함께할 기회가 얼마든지 있었는데 서로 갈길 가놓고 나중에 뭐 어쩌자는거지  그냥 애초에 꿈보다못한 상대였던거뿐,1,2016.12.28 20:32
175,불면증이 치유됬어요   모두들 축하해 주세요,1,2016.12.11 13:29
176,관람객       인생최악    집중도안되고 이게영화인지,1,2016.12.24 16:50
177,관람객       저는 솔직히 별로 였어요,2,2016.12.16 18:49
178,원맨쇼는 집에서나 하세요  1점도 아까운 영화  시간 아깝고 돈 아깝다,1,2016.12.09 12:17
179,관람객       올해최악의 영화네요  10점준 리뷰들 다 알바인듯,1,2016.12.25 01:42
180,영상미가 확 도르러지는것도 아니고 음악은 좋긴 한데 다양하지 않으며 색감이 확 와닿는것도 아니고 스토리도 중구 난방이고 진짜 완전 별루,1,2016.12.11 15:20
181,정말보지마세요 제가 여러분께 드리는 크리스마스 선물이에요,1,2016.12.08 22:29
182,관람객       멋부리지 않고 순수한 마음 그대로를 잘 표현한 영화였다 집착이 아닌 각자의 성공을 진심으로 빌어주는 그마음이 참 보기 좋았다 섹스신이 없는것도 좋았고,9,2016.12.12 18:57
183,이렇게 재미1도없는  영화는 처음보는데 다들 왜 재밌다는거징,1,2016.12.22 12:59
184,전개 꽝 뜬끔 없는 스토리 결말    워플레시 1 10 재미   관람하는데 뒤에서 나가자고 이야기 듣고 집중도 않되고 왜보는가 생각만 하다 나옴,1,2016.12.13 00:18
185,예매율 높길래 무슨영화인지도 모르고봤는데개지루하고 진짜 최악   엠마스톤 미모가 다했음,1,2016.12.11 01:40
186,연애하려면 절대음감에 노래실력에 탭댄스에 순발력에 야간에 천문박물관 정도는 통째로 빌려야한다는 점을 이에 더해 공중부양 능력까지 필요함을 느끼게 한 핵 쓰레기 영화,1,2016.12.19 17:33
187,뭐지이영화는    진짜 내가 이상한건지모르겟는데 너무재미없엇음    기대하고봣는데 너무지루해서 처음으로영화관에서 잤음    노래만좋았음,1,2016.12.08 16:31
188,보지마세요    기입니다 여자주인공 배신함 천하의 라헬같은색기,1,2016.12.18 17:16
189,관람객       뻔한스토리  지루함     랑 엠마만 괜찮음,1,2016.12.12 20:29
190,관람객       마지막 라이언 고슬링의 표정은 잊을 수 없다   지금 내 곁에 있는 여자를 지캬내야겠다는굳은 의지로 쉽게 극장을 벗어날 수 없었던 영화,8,2016.12.11 17:45
191,처음 봤을때는 몰랐다 이 영화가 이렇게 재미없을줄은,1,2016.12.29 17:30
