no,content,score,date
1094,새로운 것인 척 꾸미거나 속임수를 쓰기는 의외로 쉽다  언젠가 봤던 것  느꼈던 것처럼 아련하면서도 낯설게 하는 건 참 고수의 스킬이구나 싶다,9,2017.03.02 02:41
1095,관람객       아름다운 영화  뮤지컬로 보고 싶다,9,2017.03.02 01:33
1096,관람객       꿈을꾸는바보들의이야기,10,2017.03.01 23:26
1097,관람객       처음 들을때는 몰랐다 이 음악이 슬퍼질거란걸,10,2017.03.01 22:45
1098,관람객       곧 입학할 새내기들에게 환상을 심어주어 음악동아리에 빠져들게 만들 영화,7,2017.03.01 22:45
1099,관람객       음악이 다 너무 좋았고 행복해지는 영화,10,2017.03.01 18:10
1100,관람객       너무재밌습니다 한번더 볼거에요    사람들이 왜 라라랜드라라랜느햇는지 알겠습니다      너무재밌습니다 한번더 볼거에요    사람들이 왜 라라랜드라라랜느햇는지 알겠습니다      너무재밌습니다 한번더 볼거에요,10,2017.03.01 15:54
1101,21세기의 미국판 화양연화       진심으로 사랑했다 이별해본 사람들은 알지   너무 황홀했던 엔딩,10,2017.02.28 04:26
1102,관람객       극장판으로 3 번이나 봤다 말이 필요 없다 직접 보시라,10,2017.02.28 00:09
1103,관람객       한편의 뮤지컬을 보는것 같다  전혀 어색하지 않다,10,2017.02.27 23:20
1104,관람객       아카데미상에서 사상최다위 노미네이션을 쟁취한 것도 이 영화앞에선 장식일 뿐이다 이 영화는 현대   에서 꿈을 향해 몸을 아까지 않으며 달려가는 우리나라 한국 서울에도 있을 법한  있길 바라는 젊은이들의 애달픔을 담은 영화다  인생에서 포기하면 안되는,10,2017.02.27 15:39
1105,관람객       음악도 내용도 너무 좋은 영화,9,2017.02.27 15:29
1106,감독상축하드려요오졌다,10,2017.02.27 14:48
1107,처음 시작했을때 나의 눈을 끌어당긴 영화  너무나 잘 어울리는 두남녀 특히 둘이 같이 노래할때               아름다웠다 하지만 결말만 생각하면 많이 슬펐다 둘이 이루어진 모습을 보고싶었는데지금까지 여운이 남아있다 잊어버리기 쉽지 않는 영화,10,2017.02.27 13:36
1108,관람객       굿굿입니다 에쁘고 아릅다운 영화,10,2017.02.27 07:22
1109,관람객       눈과 귀과 즐거운 로맨틱한 영화,9,2017.02.27 00:25
1110,관람객       최고의영화 음악에한동안 빠져들음,10,2017.02.26 23:12
1111,관람객       꿈과 사랑은 공존할 수 없을까라고 첫관람에서 느꼈다면 나로 사는게 어떤건지 알고싶게하는 두번째 관람이었다,10,2017.02.26 22:49
1112,관람객       좋았네요 슬프기도하고,9,2017.02.26 21:59
1113,관람객       재밌어요  세번째 봄  또 보고싶네요,10,2017.02.25 11:31
1114,관람객       약간 초반에 인도영화느낌 인데 영화가 진행될수록 재즈 음악과 스토리가 어우러지는 영화  그리고 현실과 꿈 사이의 갈등이 잘나타네요,10,2017.02.24 15:42
1115,관람객       너무 기대했던 영화라서 보는내내 행복했어요,10,2017.02.24 10:30
1116,관람객       가슴이 따뜻하면서도 아련해지는 그런 영화,9,2017.02.24 09:26
1117,관람객       마음이 아려 오는 영화  또 다시 영화관을 찾게 만드네요  나의 인생 영화가 될 것 같네요,10,2017.02.24 09:09
1118,관람객       2번 봐도 인생영화    감수성 터지는 영화 추천,10,2017.02.24 01:29
1119,관람객       힘들 때 서로 의지가 되어준 사람을 기억나게 해준다  마지막 클럽에서 서로 봤을 때 정말 짠함,10,2017.02.23 16:52
1120,관람객       이뤄지지 않아 흔하지읺은 영화,10,2017.02.23 09:27
1121,관람객       헤어진 여자친구가 생각이나는 영화,10,2017.02.23 00:11
1122,관람객       내가 너와 헤어진 12월에 봤으면 눈물을 엄청 쏟았을 영화,10,2017.02.22 23:29
1123,관람객       라라랜드 도전하는 삶무엇을 얻기위해선 하나를포기하는것도아름답다,10,2017.02.22 16:09
1124,관람객       꿈과 목표에대한 이야기  중간에 노래가사가 너무 현실이라 눈물왈칵 쏟았다  계속되는 엇갈림 속에서도 두사람은 꿈에대한 약속만은 지켜냈다,10,2017.02.22 12:11
1125,관람객       마지막 연출에 울컥했다,9,2017.02.20 17:30
1126,관람객       다소 진부한 스토리  그러나 배우의 열연과 환상적인 음악   의 멋진 풍경들이 어우러져 영화에 빠져들게 만든다  아름답고 황홀하다  마음 속 깊이 가라앉아 있던 꿈과 사랑에 대한 동경이 꿈틀댄다,9,2017.02.20 17:08
1127,가끔씩 자기전에 라라랜드의    가 귓가에 맴돈다  넘 황홀한 영화   굿굿,10,2017.02.20 16:22
1128,관람객       영화가 끝나고     를 듣기 위해 올라가는 스탭롤을 끝까지 본건 처음,10,2017.02.20 15:00
1129,관람객       음악 영상 배우들연기까지 모든게 완벽한 하모니,10,2017.02.20 12:13
1130,관람객       예술하는 사람들의 아픔을 잘 간추려냈음 약간 지루한면도 있은듯,8,2017.02.20 06:57
1131,관람객       기대보다는 평범했던,9,2017.02.19 20:31
1132,관람객       라라랜드도 안본사람이랑 상종하기 싫다는 친구때문에 봤는데 이제는 이말 그대로 안본사람들에게 다시 전달해주려 한다,10,2017.02.19 20:22
1133,관람객       혼자서 다시 보고싶은 영화,9,2017.02.19 14:19
1134,남들은 좋다고 하는데 나랑은 안 맞는 영화  시작할 때와 끝날 때만 좋았고 나머지는 잘 모르겠다,7,2017.02.17 17:58
1135,관람객       매번 봐야지 봐야지 생각만하다가 휴일 시작과동시에 봤는데 너무좋아요,10,2017.02.16 17:05
1136,관람객       특별하지 않은 로맨스에 특별한 마취제를 투여했다  그 마취제의 이름은 몽환일 수도 있고  마법일 수도 있다,7,2017.02.16 14:47
1137,관람객       음악도 좋고 여운이 길게 남는 영화,8,2017.02.14 19:27
1138,관람객       한동안 여운이 가시지 않아 후기도 찾아보고 했지요,10,2017.02.13 09:29
1139,관람객       인생 최고의 영화다 한번 더 봐야 겠다,10,2017.02.12 20:36
1140,관람객       동화 같은  그러나 현실적인 너무나 여운이 남는 영화,10,2017.02.12 16:23
1141,관람객       사랑하는 사람은 이루어져야 한다,9,2017.02.12 10:12
1142,꿈은 현실이 됐지만  현실은 꿈이 되었다,10,2017.02.11 15:13
1143,관람객       꿈을 이룬다는 것은 어찌되었든 가장 아름다운 삶의 선택이 아닌가,10,2017.02.11 13:39
1144,관람객       두번 봤지만 또보고싶은 영화,10,2017.02.11 12:39
1145,관람객       마지막에 너무 슬펐어요,8,2017.02.11 07:59
1146,관람객       뮤지컬영화 안좋아하는데도 재밌었어요,7,2017.02.11 02:19
1147,관람객       여자친구가 보러가자고 졸라서 봣는데 제가 더 재밌게보고왓네여 진짜 역대급,10,2017.02.11 00:26
1148,관람객       무조건 봐야되는 영화  간만에 영화다운 영화 본듯,10,2017.02.08 04:07
1149,그냥 흘러가는 대로 두자,10,2017.02.08 02:32
1150,관람객       보고나면               피아노 소리가 자꾸 귓가에 들린다     0,10,2017.02.08 01:04
1151,관람객       순수  열정  퐌타지  그리고 현실적 결말,9,2017.02.08 00:15
1152,관람객       두번본 영화는 제 인생 최초네요  인생영화 예요  라라랜드,10,2017.02.06 01:51
1153,관람객       2번째 봤더니 해석에 깊이가 달라지네요 보고서 여러가지 생각해볼수 있었던 영화에요,10,2017.02.05 21:59
1154,여자의 꿈은 결혼이 아닐텐데,5,2017.02.05 13:05
1155,관람객       재밌어요 마지막이 압권이였어요 알수없게 벅차오르는,10,2017.02.05 13:01
1156,관람객       여운이 긴 영화   이런 영화 많이 만들어주세요,10,2017.02.05 11:55
1157,관람객       결말이 살짝 맘에안들지만 그래서 더 여운이남기도하는   재밌었어요 왜 눈물이났는지는 알수없음,10,2017.02.05 11:51
1158,관람객       오프닝부터 무장해제,8,2017.02.03 20:05
1159,왜 이리 평점이 낮은지 모를 정도,10,2017.02.03 18:20
1160,관람객       마지막의   39 어땠을까  39 가 압권,10,2017.02.03 17:04
1161,관람객       열정과 아름다움에 관한 영화,9,2017.02.02 10:07
1162,관람객       너무 아름다운 영화예요 집에 라라랜드포스터 붙여놓았는데 볼때마다 주제곡을 들을때마다 설레요,10,2017.02.02 01:47
1163,관람객       여러가지 메시지를 꽤나 잘 버무려 넣은 영화,9,2017.02.01 20:16
1164,관람객       와   정말 인생영화네요 도입부부터 소름돋은 영화였습니다,10,2017.02.01 18:35
1165,화려한  에피타이저만 줄줄이 나오다 메인디쉬는 건너뛰고 바로 디저트 나오고 계산서 나온 느낌,5,2017.02.01 06:26
1166,관람객       두번째로봣어요 역시 최고네요,10,2017.01.31 00:31
1167,관람객       남녀 주인공 의 스토리만 다루었으면더 자연스러웠을 텐데  부연설정 뮤지컬 같은느낌  은좀 지루한 느낌 이었슴여주인공 의  연기와 몸매가 돋보였다,8,2017.01.30 08:00
1168,관람객       꿈을 포기하지 않는 젊은 남녀 둘의 모습이 멋있었어요 방황하는 모습까지도  저의 방황도 언젠가는 빛나는 결과로 돌아오기를,8,2017.01.28 15:27
1169,관람객       감성과 이성의 적절한 농도  꿈  그리고 세바스찬의 마지막 연주는 지난날의 행복한 비수와도 같다,10,2017.01.28 01:58
1170,관람객       전형적 헐리웃 긍정 환상 영화  음악과 화면 좋네요,8,2017.01.26 18:39
1171,관람객       벌써 두번봤네요 세번볼듯,9,2017.01.25 03:19
1172,호불호가 갈릴듯  빈티지액자를 보는듯한 영상미와스토리는 좋았으나 뮤지컬인줄 지루함은 어쩔수없었다,6,2017.01.25 01:02
1173,관람객       드라마적 요소와  음악이 가미된 것은  좋았지만스토리가 조금  아쉬웠어요,7,2017.01.24 16:02
1174,관람객       생각만큼 아주 막 극찬할 만한 영화는 아니었구요    음 신선한 장면들이 많아서 좋았어요,8,2017.01.23 19:38
1175,관람객       두번째관람 정말좋은영화,10,2017.01.23 17:45
1176,관람객       셉스카페에서 엠마부부를 앉혀놓고 울려퍼지는 애잔한 피아노 선율은 지금도 여운이 남아있다,7,2017.01.23 16:47
1177,관람객       워낙 뮤지컬을좋아하지만    기대이상으로    좋았던 영화 두주인공의 매력에 빠졌습니다    두번보았는데 한번 더보려구요,10,2017.01.22 23:51
1178,관람객       호불호가 많이 갈리는 영화인듯,8,2017.01.19 00:38
1179,관람객       근래 본 영화중의 최고  스토리  연기  연출  음악 모두가 하나되어 감동의 극치  슬프면서도 아름다운 영화,10,2017.01.17 22:11
1180,관람객       같이 본 사람과 행복해지길 바래요,10,2017.01.17 20:29
1181,개인적으로 영화는 하나의 예술로 바라보는 저로선 매우 재밌게 봤습니다  영화는 빵빵 터지고 뭐하러 머리를 굴려야 하냐는 생각을 가지신 분들껜 비추합니다  라라랜드 아까워요,10,2017.01.17 19:54
1182,관람객       사운드 짱짱  영상도 예쁘구요,10,2017.01.17 19:44
1183,라라랜드 덕분에 평점 처음으로 써봅니다,10,2017.01.17 14:15
1184,관람객       영상미도 짱짱이구 음악도 너무너무 좋았습니다,10,2017.01.17 13:57
1185,기쁘고 안타깝고,8,2017.01.17 13:50
1186,관람객       모든게 멋지네요 아름답고 이렇게 마음을 터치하는 영화가 또 있었나 생각하게됩니다               음악만 들어도 가슴이 쿵,9,2017.01.17 13:28
1187,눈물나게 아름다운 영화  봐도 봐도 아름답단 말밖엔,10,2017.01.17 13:24
1188,관람객       너무 이쁜영화    연출이 넘 이뻐요,10,2017.01.17 13:18
1189,호불호 취향차이가 있는것같아요 저는 처음 고속도로씬에서 소름돋고 너무 좋았는데 이상하다고 재미없다고 욕하는사람들도 많더라구요 하지만 전 인생영화라도 장담합니다,10,2017.01.17 12:46
1190,관람객       간만에 좋은 영화였어요,9,2017.01.17 12:43
1191,극장에서 4번이나봤다  더이상 말이 필요없는 영화  더이상 말이 필요없는 감독  내 인생영화    2 등극,10,2017.01.17 12:20
1192,너무나도 슬프고도 공감되어 감동적이 였고 개인적으로 5년후 남편이 바뀐게 아쉬웠다,10,2017.01.17 12:10
1193,관람객       말이 필요할까요,10,2017.01.17 11:34
1194,관람객       무슨말이 필요할끄  아직까지도 노래가 머리에 맴도는데    그나저나 영화관에서 핸드폰좀 보지 맙시다    개념좀,10,2017.01.17 11:19
1195,라라랜드는 사랑입니다,10,2017.01.17 11:19
1196,관람객       인생영화    짱,10,2017.01.17 10:04
1197,관람객       노래도 좋고 정말 재밌었어요,9,2017.01.17 08:40
1198,지금도 새벽만되면    들이 떠오르고  첫장면부터 마지막 장면까지 머릿속에 스침  셉 마지막 미소를 보고 난 뭔가 아련아련한 꿈에서 아직 안깬느낌인데 음악도 끝나고        라고 막내리는 순간이 안잊혀짐  볼때보다 그 후여운이 더 큰거같음,10,2017.01.17 05:14
1199,관람객       인생영화입니다 꼭 보시길,10,2017.01.17 03:57
1200,관람객       조금 중간엔 지루한느낌이 부여되긴햇지만 귀호강 많이하고 왓다 음악을 좋아하는사람이라면 나도모르게 박자를 타고잇을지도,8,2017.01.17 03:18
1201,관람객       이거 때문에 엘에이 까지 옴,10,2017.01.17 02:45
1202,관람객       여친이랑 봤는데 좋았습니다,9,2017.01.17 02:22
1203,관람객       영상 하나하나 기억에 남는,8,2017.01.17 02:11
1204,처음 봤을땐   그저 그랬다  두번째 보고나니 음악이 들리고  주인공들의 감정선이 보이고  피아노 슬픈 선율 하나하나가  주인공들의 눈빛 하나하나가 완전 감동이다  마지막엔 눈물이 계속 흘러내렸다  오랫만에 인생영화를 본것같다,10,2017.01.17 01:39
1205,관람객       환상적인 시각효과와 멜로가 잘어우러졋다,8,2017.01.17 00:42
1206,관람객       미야와 세바스찬  테마곡이 계속  귀에남는다   음악을  즐기는분 추천,8,2017.01.17 00:27
1207,관람객       인생영화  다시보고싶다,10,2017.01.17 00:11
1208,관람객       두 번 봤고 또 보고 싶습니다,9,2017.01.16 23:30
1209,관람객       두번 봤어요 세번 네번 봐도 좋을 영화,10,2017.01.16 23:30
1210,관람객       그냥 흘러가는 대로 가보자,10,2017.01.16 23:16
1211,관람객       뻔하지 않은 영화라서 좋았다,10,2017.01.16 23:15
1212,관람객       음악이 압권입니다  왠지 나도 재즈피아노를 배우고 싶어지게 하는 영화,9,2017.01.16 22:46
1213,인생영화 라라랜드 정말 좋은 영화,10,2017.01.16 22:39
1214,관람객       정말 잘 만든 영화 추천합니다,10,2017.01.16 22:06
1215,관람객       나름 탄탄한스토리는 아니지만 극중 나오는 배우들의 퍼포먼스는 맘에들었습니다,8,2017.01.16 22:05
1216,관람객       인생영화 내용은 물론 영상미까지   현대적이면서 빈티지함이 너무 좋았음,10,2017.01.16 21:35
1217,관람객       편리하게  만족스러운 영화관람 했습니다,10,2017.01.16 19:08
1218,관람객            스토리  연기 세박자 모두 만족스러움,9,2017.01.15 10:58
1219,관람객       배우들의 눈빛연기가 너무 멋있었다,10,2017.01.15 10:56
1220,관람객       다시 한 번 피어난 뮤지컬 영화의 꽃,9,2017.01.15 10:49
1221,영화를 보고 몇일간 음악과 댄스장면이 뇌리에서 따나지 않음 내가 본 역대 5째 안에 드는 영화라고 생각됨,10,2017.01.15 10:45
1222,관람객       노래도 좋고 재밌었습니나,9,2017.01.15 10:16
1223,관람객       뮤지컬의 경콰함과 뻔하지 않은 스토리의 멋진 결합,9,2017.01.15 09:48
1224,관람객       꿈    현실타인의 시선에서 자유롭게 내 꿈을 향해 나아갈 수 있는 힘이서로에 대한 진실한 사랑에서 나온다는 것을 이 영화를 통해서 배울 수 있었다,9,2017.01.15 09:08
1225,관람객       고전 뮤지컬 장르를 사랑하는 젊은 감독이 만들어 낸 21세기의 매력적인 뮤지컬적 판타지,8,2017.01.13 02:32
1226,관람객       일과 사랑 둘 다 잡지 못 한 현실적인 결말이어서 더 여운이 남나봐요   최고였어요,10,2017.01.12 00:19
1227,관람객         에 가고 싶게 만드는 마법의 영화,9,2017.01.11 23:04
1228,황홀한 꿈을 꾼 것 같다  라라랜드라는 랜드에 초대해주셔서 감사하다,10,2017.01.11 16:03
1229,관람객       엠마스톤 넘 매력적임,9,2017.01.11 13:57
1230,관람객       노래 사운드는 좋은데 저는 이해하기 힘들었어요,7,2017.01.11 03:00
1231,관람객       마지막 장면은 가히 예술적,10,2017.01.09 21:21
1232,관람객       영상미뿐만 아니라 노래도 완벽 그자체,10,2017.01.09 21:07
1233,관람객       두 번 봐도 재미있어요   인생영화 리스트에 추가할 영화 입니다,10,2017.01.09 19:55
1234,관람객       좋아요 자주 봐도 될듯하네요,10,2017.01.09 19:55
1235,관람객       완전 최고 두번세번네번볼꺼야,10,2017.01.09 19:32
1236,관람객       연초에 보게 된 걸 감사하게 생각합니다 덕분에 올 한 해 행복하게 지낼 수 있을 것 같아요,10,2017.01.05 20:03
1237,관람객       감각적인 색감  아름다운 재즈 선율  노트북에서의 라이언 고슬링  사랑스러운 엠마 스톤  서로의 꿈을 이뤄주게 되는 결정적인 만남  성공적이네요  지금의 제 모습과 사랑을 돌아볼 수 있었습니다,10,2017.01.02 10:45
1238,관람객       마법같은 이 영화를 사랑한다,10,2016.12.30 02:07
1239,관람객       생각이많아지게 하고 색감이 이쁜영화입니다초반에 몰입도가 조금 떨어지네요,9,2016.12.29 22:30
1240,관람객       재밌었어요 노래가 정말좋아요,9,2016.12.29 21:40
1241,관람객       생각보다 굉장히 재미있는  뻔한 결말도 아니고 아름다운 음악과 현실적인 스토리구성  모두에게 와닿을법한 울림들이 차 좋았어요  추천,9,2016.12.29 08:19
1242,관람객       볼만했습니다  남녀간의 관계에서 서로 응원하고 힘이 되어주는 긍정적인 메세지가 좋았고 그 관계에서 오는 씁쓸함으로 더 여운이 남는 영화네요,8,2016.12.29 02:52
1243,피아노음이 들려오는순간 눈물이 흐르고 있을것이다  파노라마로 스쳐지나가는 것이 너무나 안타까웠다 처음엔 무시하고 지나가지만 마지막에 키스를 하면 다시 스토리가 보여졌던것이 대단했다  이때 그랬다면 저때 저랬다면 그들의 이야기끝엔 서로가 함께했을지도몰라,10,2016.12.29 02:30
1244,관람객       말이필요없는 너무 아름다운 영화  풍부한볼거리와 귀가 행복해지는 음악들  2번봣는데 또 보고싶다,10,2016.12.29 01:57
1245,관람객       뮤지컬을 보는 듯한 느낌이 들어 신선하고 좋았어요,10,2016.12.29 00:50
1246,관람객       영상미 넘치고 눈물찔끔 났어요,9,2016.12.29 00:48
1247,너무 슬프다 눈물이 멈추지를 않는다,10,2016.12.28 01:26
1248,오랜만에 힐링영화였다,9,2016.12.28 00:57
1249,관람객       잘 만든 영화 다시 한번 더 볼 영화,9,2016.12.28 00:12
1250,관람객       추천10101010,10,2016.12.28 00:04
1251,관람객       최고의 인생영화입니다,10,2016.12.27 23:58
1252,관람객       올해본 영화중 가장 여운이 남는 영화네요,10,2016.12.26 21:50
1253,관람객       마지막이 현실적이어서 슬프네요추천입니다,9,2016.12.26 20:40
1254,관람객       당신의 인생도 역시 빛나고 있다,10,2016.12.26 19:41
1255,관람객       진짜 살면서 꼭 한번 봐야하는 명작,10,2016.12.25 22:32
1256,관람객       연속 세번봤네요 여운이 짙어서,10,2016.12.25 14:33
1257,관람객       크리스마스로 넘어가는날 새벽1시에 혼자서 관람  영화보고나왔는데 세상 울적해지고 아 모르겠다  날씨는추운데 습기가많아선지 뭔가좀포근하네  이영화마냥,10,2016.12.25 03:58
1258,나는 감정선이 보통 사람들하고는 많이 다른 것 같다  그냥 일상적인 신파나 슬픈 장면에서는 감정이 그다지 동요하지 않는데 이렇게 여운 주는 영화는 생각할수록 감정이 요동친다  영화보고 집에와서 한바탕 눈물 쏟아낸 저 같은분 계시다면 공감,10,2016.12.25 01:09
1259,관람객       아름다운 영화네요  꿈에대한 생각을 다시한번 깊게 돌이켜볼 수 있게해준 영화,10,2016.12.24 22:39
1260,관람객       여운이남는 영화였습니다 잘봤어요,9,2016.12.24 22:31
1261,관람객       최고연인과보니까매우좋다,10,2016.12.24 22:27
1262,관람객       인생영화      덜덜,10,2016.12.24 22:23
1263,관람객       노래도 좋고 영상도 너무 이쁘고 배울것도 많았던 영화였다,9,2016.12.24 22:21
1264,관람객       낭맠적인에요 그림도이쁙 노래도 좋구,9,2016.12.24 21:59
1265,관람객       진짜 재밌게 봤는데 결말 왜이럼,8,2016.12.24 12:55
1266,관람객       마지막 장면이 너무   름다움   음악이   속 귓가에 맴돌아요,9,2016.12.24 12:37
1267,관람객       아련하고 즐거운 영화였여요,10,2016.12.24 10:33
1268,관람객       평소에 관심없던 장르인 재르라는 음악의 매력에 흠뻑 빠질수있었던 영화였어요 안보신분들은 꼭 한번 크리스마스날 보시길 추천합니다,10,2016.12.24 10:08
1269,이것도저것도요것도 다 살리고 싶어서 욕심내다보니 굉장히 어수선했고  고전물과 현대물 사이에서 방황하는 연출이 아기자기한 영상과 함께 희한하게도 몹시 지루하게 다가왔습니다,4,2016.12.23 23:04
1270,관람객       배우들 노래도 잘하고 연기도 훌륭해요,10,2016.12.22 20:21
1271,관람객       살짝 지루한 면이 있었지만 꿈을찾는 모습 반전의 마지막 장면이 재미있었습니다,8,2016.12.22 09:09
1272,관람객       지루할 틈이 없었던 영화,9,2016.12.21 21:21
1273,관람객       주어진 현재에 최선을 다하자,8,2016.12.21 16:53
1274,관람객       여운이 남는 영화  맨날 라라랜드    만 듣게됨,10,2016.12.21 09:08
1275,관람객       오프닝과 엔딩의 한  수 훅 들어오는 오프닝  그리고 완성도 높은 결말이었다,9,2016.12.21 06:24
1276,관람객       신파도아닌데 계속울게만드는영화,10,2016.12.21 06:17
1277,마지막 미아와 세바스찬의 표정은 잊을수가 없다   주인공 영상미 음악 노래 다 너무 좋았어요이런영화를 몇천원에 볼수있다는게 새삼 너무 감사해지네요,10,2016.12.21 02:24
1278,관람객       좋은사람이랑 봐서 더 완벽했던 영화,10,2016.12.20 23:32
1279,관람객       첨엔 무슨 영화따라했나보다 했는데마지막엔 아 아쉽다엔딩이 너무 가슴아파,7,2016.12.20 22:32
1280,관람객       이런 류의 영화는 거의 처음인거 같은데 좋네요,9,2016.12.20 22:20
1281,관람객       인생의 최고의 영화로 손 꼽힌다,10,2016.12.20 22:10
1282,꿈꾸는 바보들을 위하여     꿈을 향해 열정을 쏟게 만드는 영화,10,2016.12.20 22:06
1283,말이 필요없다   나의 인생영화,10,2016.12.20 21:23
1284,관람객       몇몇장면에서감독만의색깔을 뚜렷하게볼수있어서 너무좋았어요,10,2016.12.20 21:17
1285,호불호 갈려요 감동받은 관객 반 지루해하는 관객 반 전 너무 기대하고 가서 그런지 별로였음,5,2016.12.20 15:56
1286,미국 영화계엔 천재가 이리도 많네  두 말 필요없이 가슴벅찬 영화다,10,2016.12.20 02:32
1287,그냥 보세요   안보면 후회합니다,10,2016.12.19 22:51
1288,정신없다   초반엔 어릴 때 티비에서 자주 봤던 70년대 뮤지컬영화로 이동시키다가 재즈의 세계에 빠지게 하다가 두 주인공의 열정에 먹먹해지다가 끝의 10분은 쉘부르의 우산을 보는 듯한 먹먹함에 펑펑 움   최고의 영화,10,2016.12.19 22:14
1289,관람객       첨엔 이게 뭐야 하다가 점점 빠져드는 매력적인 영화,10,2016.12.19 21:28
1290,마지막장면     니가 사는 그 집     박진영 이 생각났음  사실 흘러갈수록 영화가 아쉬웠는데  아쉬워서 회상해보니대사와 가사가 참 좋았다1인칭 취준생시점에서 모든걸 쏟아 꿈꾸는 젊은 남녀가 부러워지는,8,2016.12.19 21:19
1291,리뷰를  남기긴  남기되  스포를  하지 않았으면 좋겠는  따름   정말 재밌었었답니다  꼭 보세요,10,2016.12.19 21:14
1292,재밌다   이래서 평론가평을 믿어야돼,10,2016.12.19 20:58
1293,관람객       2016 2017 겨울엔 라라랜드,9,2016.12.19 20:11
1294,이 감독이 후반 스퍼트가 부족하다니   위플래쉬나 라라랜드나 마지막 10분이 하이라이튼데,10,2016.12.19 13:02
1295,34 여긴 어떻게 찾아왔냐  34 고 묻는 미아에게   34 도서관 앞에 산다고 했잖아  34 라고 답하는 세바스찬 사소한것 하나도 흘리지 않고 구성하는 85년 감독의 센스가 미어터짐,10,2016.12.19 11:36
1296,관람객       미장센이라고하나   배색이라던지 소품들이 너무 잘 어울리고 멋있었다   특히 해지는 도시의 보라빛 하늘이 기억에 남는다   결말때문에 여친과 다투기는 했지만    남자가 저럼 안돼 라는 이야기를 듣게 만든 영화,10,2016.12.19 09:54
1297,관람객       정말 마법같지만 매우 현실적인 영화,9,2016.12.19 09:21
1298,크리스마스 선물 받은 기분입니다  계속 여운이 남네요,10,2016.12.19 08:57
1299,호불호가 많이 갈리는 듯한데 전 엄청 좋았음,10,2016.12.19 08:40
1300,관람객       잔잔하게 좋은 영화임  결말은 슬프지만,10,2016.12.19 08:08
1301,관람객       로맨스 영화이기보다는 인생에 대한 영화이다,9,2016.12.19 07:38
1302,영상미랑 음악 빼면 시체인 영화  중반부까지 너무 지루했다,6,2016.12.18 23:10
1303,관람객       내게도 마음의 경적을 울려줄수있는 그 사람이 있었으면,10,2016.12.18 22:42
1304,여기 평점보고 갔다 실망했어요  굳이 영화관 찾아서 볼 영환아닌듯  넘 실망해서 글 첨 남기니 참고하셔요,5,2016.12.18 15:11
1305,결말이 아주 실망스러움  애절함을 느끼게 하려한거 같지만 실패  남자 바뀌는 앞 뒤 자르고 중간만 있으면 괜찮았을뻔,2,2016.12.18 12:49
1306,관람객       꿈을 꾸는 사람  꿈을 위해 노력하는 나 같은 사람에게 꿈결 같은 영화  정통 재즈를  30 40년대 뮤지컬 스타일 영화를 좋아하는 또한 나 같은 사람에게 최고의 영화  또 보고 싶은 영화,10,2016.12.18 12:05
1307,관람객       초반엔 좀 지루한데 마직막엔 말문이 막히는 영화,9,2016.12.18 00:33
1308,회전목마같은 영화  아름다운 음악과 불빛이 끊임없이 흐르지만 놀이동산은 결국 불이 꺼진다  하지만 우리 마음 속에는 그 음악이 남아있다  목마에서 내려 집으로 가는 길에서도,9,2016.12.17 17:12
1309,관람객       너무 재밌네요 마음이 많이 가벼워졌습니다,10,2016.12.17 16:37
1310,하필이면 5년전에 굳이 그런대사가 마지막이었을까,9,2016.12.17 15:34
1311,관람객       기억에 남는 마지막 두주인공의 미소,8,2016.12.17 13:41
1312,아름다운 영화  그러면서도 정말 안타까운 영화,10,2016.12.17 12:37
1313,관람객       초반부에 약간 지루할수있지만 갈수록 몰입되고 단순 멜로가 아닌 인생을 돌아보게되는 영화같아요,9,2016.12.17 09:48
1314,마지막 회상씬에서는 진짜 숨참고봤다,10,2016.12.17 09:26
1315,우리가 살며 선택의 기로에 봉착하지만 각자 가는길에 서로가 응원해주는 아름다운연인 멋진 뮤지컬 이것이 인생이다,10,2016.12.17 08:54
1316,올해 최고의 영화 옛사랑 감성자극하는 감동의 드라마,10,2016.12.17 08:39
1317,영화는 현실적이다만약 엔딩이   39 두사람은 행복하게 살았습니다  39  하고 끝나다면 우리는 이 아름다운 동화가 정말 환상일 뿐이구나 했을텐데  마지막 덕분에 나는 현실이  삶이 사실은 동화임을   내게 일어나는 모든 일들이 동화같은 이야기라는걸 깨달았다,10,2016.12.17 08:37
1318,이 세상이 이렇게 달콤했네요,9,2016.12.17 08:22
1319,보는 내내 행복한 미소를 보내다 엔딩에서 슬픔이 밀려온다사랑은 조금 더 현실적인 것,9,2016.12.17 08:14
1320,관람객       색감도 이쁘고 두 배우의 눈빛도 이쁘고,9,2016.12.17 07:46
1321,가슴 속에 늘 꿈이란 놈을 태생적으로 품고 살아야 하는 사람들에 대한 감독의 연민과 애정  미아가 오디션 볼 때 연보랏빛 스웨터를 입고 불렀던                    을 평생 잊지 못할 것 같다,10,2016.12.17 04:25
1322,인생영화  친구와 함께 관람했는데 왠지 꼭 혼자 다시가서 봐야만 할 것 같은 느낌이 들어서 혼자 다시 보려구요  뭐라 말로 표현할 수 없지만 정말 여운이 깊게 남는 작품입니다,10,2016.12.17 03:16
1323,관람객       여주와 남주에게서 눈을 땔 수 없었습니다  남주는 그냥 영화속네 사는 남자네요  돌아오는길에 라라랜드 오에스티만 듣게 되었습니다,8,2016.12.17 00:39
